Name,Elevation_ft,Latitude,Longitude,date,ppt_prism,precipTotal,Corrected_PRISM
KAZGREEN205,2956,31.88,-110.93,2024-04-01,0.314292238017106,0.27,0.1460038835543746
KAZGREEN205,2956,31.88,-110.93,2024-04-02,0.234433330586819,0.0,0.11066005095380645
KAZGREEN205,2956,31.88,-110.93,2024-04-03,0.0,0.0,0.022757960907737476
KAZGREEN205,2956,31.88,-110.93,2024-04-04,0.0,0.0,0.022757960907737476
KAZGREEN205,2956,31.88,-110.93,2024-04-05,0.0,0.0,0.022757960907737476
KAZGREEN205,2956,31.88,-110.93,2024-04-06,1.48283161525479e-05,0.01,0.02285023688761594
KAZGREEN205,2956,31.88,-110.93,2024-04-07,0.0,0.0,0.022757960907737476
KAZGREEN205,2956,31.88,-110.93,2024-04-08,0.0,0.0,0.022757960907737476
KAZGREEN205,2956,31.88,-110.93,2024-04-09,0.0,0.0,0.022757960907737476
KAZGREEN205,2956,31.88,-110.93,2024-04-10,0.0,0.0,0.022757960907737476
KAZGREEN205,2956,31.88,-110.93,2024-04-11,0.0,0.0,0.022757960907737476
KAZGREEN205,2956,31.88,-110.93,2024-04-12,0.0,0.0,0.022757960907737476
KAZGREEN205,2956,31.88,-110.93,2024-04-13,0.0,0.0,0.022757960907737476
KAZGREEN205,2956,31.88,-110.93,2024-04-14,0.0,0.0,0.022757960907737476
KAZGREEN205,2956,31.88,-110.93,2024-04-15,0.0,0.0,0.022757960907737476
KAZGREEN205,2956,31.88,-110.93,2024-04-16,0.0,0.0,0.022757960907737476
KAZGREEN205,2956,31.88,-110.93,2024-04-17,0.0,0.0,0.022757960907737476
KAZGREEN205,2956,31.88,-110.93,2024-04-18,0.0,0.0,0.022757960907737476
KAZGREEN205,2956,31.88,-110.93,2024-04-19,0.0,0.0,0.022757960907737476
KAZGREEN205,2956,31.88,-110.93,2024-04-20,0.0,0.0,0.022757960907737476
KAZGREEN205,2956,31.88,-110.93,2024-04-21,0.0,0.0,0.022757960907737476
KAZGREEN205,2956,31.88,-110.93,2024-04-22,0.0,0.0,0.022757960907737476
KAZGREEN205,2956,31.88,-110.93,2024-04-23,0.0,0.0,0.022757960907737476
KAZGREEN205,2956,31.88,-110.93,2024-04-24,0.0,0.0,0.022757960907737476
KAZGREEN205,2956,31.88,-110.93,2024-04-25,0.0,0.0,0.022757960907737476
KAZGREEN205,2956,31.88,-110.93,2024-04-26,0.0,0.0,0.022757960907737476
KAZGREEN205,2956,31.88,-110.93,2024-04-27,0.0,0.0,0.022757960907737476
KAZGREEN205,2956,31.88,-110.93,2024-04-28,0.0,0.0,0.022757960907737476
KAZGREEN205,2956,31.88,-110.93,2024-04-29,0.0,0.0,0.022757960907737476
KAZGREEN205,2956,31.88,-110.93,2024-04-30,0.0,0.0,0.022757960907737476
